filename,extreme_min0,extreme_min1,extreme_min2,extreme_min3,extreme_min4,extreme_min5,extreme_min6,extreme_min7,extreme_min8,extreme_min9,extreme_min10,extreme_min11,extreme_min12,extreme_min13,extreme_min14,extreme_min15,extreme_min16,extreme_min17,extreme_min18,extreme_min19,extreme_max0,extreme_max1,extreme_max2,extreme_max3,extreme_max4,extreme_max5,extreme_max6,extreme_max7,extreme_max8,extreme_max9,extreme_max10,extreme_max11,extreme_max12,extreme_max13,extreme_max14,extreme_max15,extreme_max16,extreme_max17,extreme_max18,extreme_max19,label
/training-e/e00432.wav/1,22223,90570,68268,106272,14791,45788,83136,38431,61048,101768,32332,281,77064,55330,,,,,,,76054,51702,101950,32441,166,68496,61471,46010,90687,83563,38857,106701,15215,22348,,,,,,,1
/training-e/e00433.wav/1,17198,76918,30113,88583,5141,64686,100255,52739,41947,68400,13509,108461,35033,,,,,,,,109429,34535,69704,52590,41202,4709,64214,100620,88959,17651,76433,29544,,,,,,,,,1
/training-e/e00434.wav/1,70558,2839,94194,47352,63205,86886,40012,25399,109739,18249,12256,8378,55287,,,,,,,,56895,8515,13362,25252,18063,110142,47459,63603,40437,94311,2948,87269,70672,,,,,,,,1
/training-e/e00436.wav/1,42885,105764,90123,10466,58432,27189,74174,53194,97277,34303,81649,17822,65587,454,,,,,,,96768,81129,11479,17303,33801,27787,49797,285,65460,105897,90689,43027,58889,74660,,,,,,,1
/training-e/e00437.wav/1,28820,13548,80051,45423,95983,62446,35397,68939,51992,19830,102275,86250,4378,281,109516,,,,,,4139,86026,19603,102061,69657,35697,52129,63353,96309,46330,80394,13876,29106,,,,,,,,1
/training-e/e00438.wav/1,40859,25248,106245,90558,74841,57463,8344,64001,96847,47959,81071,31524,15201,634,,,,,,,31788,14975,81286,96633,64131,47732,75200,41777,9334,25582,58356,107180,90879,,,,,,,,1
/training-e/e00439.wav/1,58069,104429,42609,73184,10285,26187,88564,79704,16847,64147,584,95059,32801,48448,110210,,,,,,21478,109931,48172,94759,32496,63755,288,79366,16521,10461,73364,104863,58523,26616,43044,88987,,,,,1
/training-e/e00440.wav/1,5371,55784,30847,68537,43317,18187,106533,81410,94066,11132,74402,61633,87087,23963,36501,49114,99884,124,,,0,100336,36419,24307,49611,87452,61723,106854,74490,11226,55557,43184,30713,5158,18510,81577,94409,68894,,,1
/training-e/e00441.wav/1,39182,22292,55476,70746,102935,6595,86781,60388,27617,76034,92210,108038,44533,11658,50807,66712,80979,662,,,581,50706,92302,27975,44894,76122,11757,108136,60488,86667,39058,55358,102820,6449,22171,70608,,,,,1
/training-e/e00442.wav/1,9076,74297,87290,47501,22134,60482,34476,99608,26664,13264,39816,104839,52471,206,78885,,,,,,109003,531,104608,52706,78749,39572,13525,26514,91622,99826,21246,34677,86652,47727,60687,8427,73634,,,,1
/training-e/e00443.wav/1,33633,79998,2468,48302,95196,17894,63765,39731,24794,86153,70110,55058,8761,101324,60248,,,,,,28592,101670,9088,85923,70440,54829,63949,39476,24539,18106,33389,2725,48535,95406,79781,,,,,,1
/training-e/e00444.wav/1,69584,56034,82663,61195,16545,24706,2998,66179,89331,100496,30082,78321,108935,45346,105281,9782,94201,39424,,,10858,96475,108485,38722,90814,29844,44711,33632,3108,100826,24551,17101,82404,56331,61225,69518,,,,,1
/training-e/e00445.wav/1,65825,84581,9425,46675,102568,27034,72595,34598,53510,16115,109333,91276,22081,97910,59846,,,,,,59193,909,27447,8956,102344,46137,65327,85008,53370,15979,34472,91137,109205,72465,,,,,,,1
/training-e/e00446.wav/1,30147,7322,50500,73099,96966,37766,15431,80289,58182,104183,92378,3,,,,,,,,,65787,90907,84778,80481,104383,57942,15174,37519,96604,72733,50196,7575,29913,,,,,,,,1
/training-e/e00447.wav/1,14807,80804,27944,2161,93838,107030,67889,41328,54739,61202,86785,20652,7986,99815,47905,34519,74365,,,,100066,34067,21660,87091,8290,73945,47523,60809,68194,81084,55091,41608,94114,107300,2432,28215,15071,,,,1
/training-e/e00448.wav/1,62350,50928,39726,73885,67466,56082,45425,6237,85341,28599,108532,17450,79529,554,96717,34265,11809,90322,102312,22504,34029,101991,22742,90565,11499,218,79188,17756,85647,97073,6602,28903,108326,56362,67739,45685,74165,51196,62607,40044,1
/training-e/e00449.wav/1,54074,18133,107402,72456,36483,10888,89855,82832,29367,46883,100157,65218,69,77352,24158,61461,42874,,,,24022,574,90000,47097,83006,107907,29540,72575,100344,36607,65424,11080,18263,54200,,,,,,,1
/training-e/e00450.wav/1,77985,32692,54739,100640,39194,61458,18224,84697,107295,11902,522,49786,92958,,,,,,,,94918,4173,174,84956,61771,107557,39502,18498,77643,32261,54443,11403,100431,,,,,,,,1
/training-e/e00451.wav/1,84456,64545,3754,57501,18415,45465,38527,98535,77510,25384,105389,14476,10131,89269,92731,3,,,,,69447,92846,30142,110249,8796,25239,105250,77184,57200,98222,45282,18085,64336,38224,84309,3588,,,,,1
/training-e/e00452.wav/1,9759,32353,55318,77743,99003,2278,24947,48062,70597,91631,60412,85538,107336,38186,,,,,,,87877,39871,107454,70764,91901,77611,98848,55441,32192,2467,48208,25142,9617,,,,,,,,1
/training-e/e00453.wav/1,20541,104146,32491,43896,91997,8426,79340,55762,67523,25336,37300,73020,1370,49397,96842,61259,13453,108974,85084,,56408,49579,61457,73212,79503,84973,1503,25516,68278,37496,97009,109120,13331,44636,104286,92123,20662,32653,8534,,1
/training-e/e00454.wav/1,106453,37192,7769,45078,69024,56694,99215,20007,81277,93664,32216,86418,12874,24911,52401,74084,61839,2170,,,12759,73984,86773,62495,1036,25431,52500,49128,32000,99296,81149,37655,45224,93432,19799,57178,68813,7565,106589,,1
/training-e/e00455.wav/1,8053,53166,101806,14911,64423,27000,45810,33948,82736,71263,108649,89251,95904,,,,,,,,89459,108803,82123,14764,26632,70919,8542,101170,45676,64903,52829,33612,,,,,,,,,1
/training-e/e00458.wav/1,92806,20235,87855,30213,38585,106567,15254,83940,11472,110234,1950,48176,69385,74272,55874,,,,,,89602,17009,108415,36035,3,71145,53545,27776,82033,100814,9401,45504,63509,,,,,,,,1
/training-e/e00459.wav/1,56555,42249,100943,27726,86721,12468,71178,17593,46944,2664,61685,91484,105985,33245,77470,52051,,,,,76987,62061,17769,33646,106074,2761,47046,91592,12058,71322,27454,41945,86443,100806,56429,,,,,,1
/training-e/e00460.wav/1,59474,75809,108197,65782,98124,42666,8816,49343,81861,32467,26789,15020,53588,93444,70539,258,,,,,70384,95,53774,25817,92958,14753,42456,32252,108362,81602,97901,8974,65567,49068,76059,59758,,,,,1
/training-e/e00462.wav/1,28313,8366,86296,66799,46922,104374,14727,34627,73127,92590,53783,97470,976,21272,,,,,,,20422,568,97012,73354,54029,92840,14955,34884,8032,66465,85957,28021,47275,104723,,,,,,,1
/training-e/e00463.wav/1,87969,5099,57872,67949,16946,79532,75434,12799,24615,36620,95822,32424,45992,100106,108325,3,,,,,78575,16223,83448,35928,99391,46456,108825,89168,6079,25459,68475,,,,,,,,,,1
/training-e/e00464.wav/1,88214,24330,66016,2813,44025,105585,95177,31218,9833,73085,51038,,,,,,,,,,0,97943,34009,26322,90282,46044,4742,67996,110234,,,,,,,,,,,,1
/training-e/e00465.wav/1,53646,74310,102780,17577,80703,96157,11531,39045,33120,59938,44599,844,,,,,,,,,275,32374,39237,10780,95425,60136,102449,80887,17758,53435,74077,,,,,,,,,,1
/training-e/e00466.wav/1,25181,11008,39158,96468,82236,53670,2636,30848,109905,59178,67336,45712,87928,101986,49518,16695,73537,,,,31157,73433,17073,110080,49414,88222,92771,68041,2916,45359,59063,10892,53829,82405,39290,96628,25043,,,,1
/training-e/e00467.wav/1,54185,102353,21161,37160,87220,5627,48825,44509,71403,61478,97118,15699,78719,1207,31553,109865,9883,83095,,,64368,16343,32070,401,11154,37595,87762,6191,103209,21658,54723,72041,,,,,,,,,1
/training-e/e00468.wav/1,106210,79769,93010,52686,39543,11872,25544,66174,88600,34708,59184,98770,4580,45323,18241,72489,736,,,,48816,21384,35131,3962,72258,59435,31329,85228,3,45036,98473,26062,12446,66698,53283,79894,93134,39671,106333,,1
/training-e/e00469.wav/1,63720,43655,84690,71108,50848,24103,104636,31788,92209,12456,7673,533,,,,,,,,,2018,7696,12333,104489,43039,23955,64346,84243,92071,31665,70971,50709,,,,,,,,,1
/training-e/e00470.wav/1,22340,106553,2256,86476,64376,42081,29718,49588,93914,71857,9750,15000,34894,98139,81943,102648,77004,,,,58763,81423,76639,54114,14524,98644,9545,49334,71619,93677,29471,1975,41866,64110,22080,86192,106287,,,,1
/training-e/e00471.wav/1,40509,28057,8807,1703,58175,77117,21032,96695,103756,84212,46761,65160,33890,92648,73693,,,,,,54220,15595,36145,47078,104064,9117,28359,84514,65470,21350,1993,96960,77404,58460,40323,,,,,,1
/training-e/e00472.wav/1,34402,18355,98788,82934,50388,66514,1787,73129,41230,57311,25543,105625,8787,89410,29378,93646,,,,,29474,57194,41115,105517,8660,25129,89609,83110,1972,50565,73321,35261,66712,18554,99643,,,,,,1
/training-e/e00473.wav/1,27704,4867,35133,93209,100753,12347,56610,78421,70892,49349,41832,19487,85041,,,,,,,,105687,85216,19302,42019,56412,12154,49184,34925,78224,70690,100541,92963,4611,27455,,,,,,,1
/training-e/e00474.wav/1,9006,30142,23097,46346,96380,53372,74004,89320,1913,66935,110233,37770,81107,105181,14206,,,,,,14341,109083,104743,81005,37632,88962,66564,22761,1606,30237,46016,74098,53466,96488,9111,,,,,,1
/training-e/e00476.wav/1,67322,48139,103485,28606,9552,85059,110174,91643,35326,54844,16159,73767,60903,1568,,,,,,,40781,1073,78683,96313,109977,54664,15967,91455,73671,35131,9189,84706,66955,47793,103127,28246,,,,,1
/training-e/e00478.wav/1,26847,46894,66678,87055,6637,19272,39380,79611,60073,107239,56,99984,93695,74469,53896,,,,,,13059,32437,93617,70324,1626,107429,47053,6811,66955,87283,100305,59665,39784,79958,27084,19638,,,,,1
/training-e/e00479.wav/1,51020,93360,107384,36824,29622,20872,71041,79240,98993,14338,42501,86267,31,8465,89695,65192,56833,,,,362,108227,51503,70922,57136,14230,42782,89419,8188,65929,99258,93873,20943,37260,29225,79128,,,,,1
/training-e/e00480.wav/1,107350,67372,53908,80960,27536,94348,40569,13023,19100,4698,3,32806,100857,87643,47215,73404,60703,,,,798,73710,60294,4996,46774,19365,87226,33078,100445,40872,81250,13292,107632,54206,94710,27262,67655,,,,1
/training-e/e00481.wav/1,76548,61677,9184,46528,93112,31063,55639,15110,99649,40150,24880,70005,800,86375,108415,,,,,,109042,105536,86488,25168,31174,15007,99757,40446,46631,93748,70342,61785,76652,55505,9067,,,,,,1
/training-e/e00482.wav/1,70774,59577,65187,5610,22360,102638,81548,92222,18647,37916,48701,53682,86121,107598,75240,42887,27223,32084,96848,,3,96721,32571,27992,81989,42769,86017,22437,75111,16988,107491,71244,92352,65111,53548,10231,37775,48556,5918,102502,1
/training-e/e00483.wav/1,57972,32721,7259,19838,83105,96077,108684,13995,45281,75894,70426,39427,88919,28933,51090,29,63245,,,,63371,476,88507,38057,24730,50719,101389,75994,12642,44932,32866,108793,19584,70097,95549,82842,58100,6766,,,1
/training-e/e00484.wav/1,98860,2521,82869,20236,36635,73512,67033,51821,105202,89299,42719,8964,26439,58083,109867,,,,,,51652,9168,36438,58286,73709,89495,43000,26742,105397,66844,20042,82674,98663,2844,,,,,,,1
/training-e/e00485.wav/1,55695,102668,4845,108183,60816,22222,44192,69746,90958,79235,32518,84513,38409,,,,,,,,64210,3,50734,96728,13718,9525,60142,103189,56287,68296,21559,32994,79743,,,,,,,,1
/training-e/e00486.wav/1,5885,86617,45389,19230,58895,99813,72296,32338,63888,50394,10791,77737,24519,37783,105327,91935,110182,,,,50522,64022,105111,24217,37581,91614,77890,11095,32050,45549,99544,18951,5557,86416,58565,72455,,,,,1
/training-e/e00487.wav/1,20862,15549,77204,49432,97152,104721,68981,41871,82777,58742,35173,109299,25915,29321,4107,788,,,,,599,4681,34479,30071,90481,82916,41732,13086,104566,69318,20722,96993,49257,77041,,,,,,,1
/training-e/e00488.wav/1,84986,11387,61161,108543,35131,19070,92622,43312,68909,55167,25347,403,3949,,,,,,,,2707,77718,100947,55004,68786,43195,92506,18952,35609,108668,61301,11238,84838,,,,,,,,1
/training-e/e00489.wav/1,79480,16690,58310,87080,38184,100436,3714,108302,24069,46208,66301,30263,9365,74052,,,,,,,30004,94876,23688,107931,45833,65928,3337,87207,38506,16332,100578,58619,79875,,,,,,,,1
/training-e/e00490.wav/1,66893,15914,49809,33402,73457,104044,39624,3838,84754,56195,91485,22117,26439,,,,,,,,99084,60604,260,39742,22217,3952,91613,56304,73573,33986,50145,67214,85214,16219,104354,,,,,,1
/training-e/e00491.wav/1,32451,26584,87935,43437,76640,99036,82378,21537,70543,65745,10802,4739,3,15602,110021,54399,48519,59511,103729,,48415,103610,59400,4624,15490,43346,81560,70441,110129,113,54868,88087,65865,27023,99141,10287,32935,21237,76341,,1
/training-e/e00492.wav/1,106897,27417,41770,48770,3255,85859,99879,68468,61551,10023,20038,78614,73590,15089,90909,32552,,,,,34647,93376,56263,20469,78941,10157,99674,3075,86010,68613,27571,61352,41579,48944,107061,,,,,,1
/training-e/e00493.wav/1,5863,91505,26933,70470,48575,40640,63585,18954,84698,104819,107,79902,,,,,,,,,100095,15205,937,54653,75102,104667,18792,41944,63367,84404,48744,70662,27056,91706,6069,,,,,,1
/training-e/e00494.wav/1,47505,26649,100235,87300,6991,197,107699,19167,40082,61208,79793,67724,74597,12124,,,,,,,34227,72771,19328,40401,100400,80183,60950,87413,67810,107585,6860,3,26538,47395,,,,,,,1
/training-e/e00495.wav/1,82842,15052,61373,105166,37502,44760,67830,988,21514,89276,51487,10044,72759,31967,97632,76201,,,,,78111,97009,30185,10173,6583,51643,105010,38108,61530,83026,14879,89434,1153,67989,44915,21660,,,,,1
/training-e/e00496.wav/1,89617,525,67214,45286,23231,105738,38560,82844,60386,16470,5787,34249,95935,54094,,,,,,,73041,100957,78315,31346,16025,105371,61646,38838,82441,45623,67338,647,23345,89744,,,,,,,1
/training-e/e00497.wav/1,7126,92350,24296,74326,108889,40749,57400,47164,63892,80961,30517,98364,13134,,,,,,,,676,36671,13258,98492,30634,41791,58463,81091,47287,64003,74610,109162,91980,24185,6756,,,,,,1
/training-e/e00498.wav/1,832,12430,87782,24172,100109,36543,75186,49163,62265,29040,17155,5557,41470,54182,67292,80180,,,,,67419,80463,17263,54314,29152,41737,5666,75601,62709,49629,36882,24376,88124,1044,100233,12586,,,,,1
/training-e/e00499.wav/1,32971,101094,10026,25615,78212,93714,56024,48766,2810,71080,87525,65317,60776,109920,,,,,,,17619,61907,67525,110016,39847,87413,55877,78446,71492,10132,3208,49219,26019,94117,101213,33087,,,,,1
/training-e/e00500.wav/1,77629,54033,14222,61366,102121,66306,43682,9966,30694,19932,3748,25777,93922,35049,49056,38780,87798,,,,97230,8920,34599,25976,71467,105080,18849,3046,56093,49735,91703,39444,75406,,,,,,,,1
/training-e/e00501.wav/1,35222,79620,3950,99608,72483,53152,15738,22747,60119,92498,41488,29565,105826,109649,,,,,,,68658,107370,29912,46376,22617,60428,3830,99490,41798,16030,72778,92781,79923,34969,53444,,,,,,1
/training-e/e00502.wav/1,58333,39537,77207,21163,95249,3428,10408,102104,84193,28333,46773,65466,73846,109902,,,,,,,90331,110206,17569,65738,27968,47050,83852,10047,101756,21467,95557,3754,39731,77512,58616,,,,,,1
/training-e/e00503.wav/1,50425,80617,35942,4459,20323,65295,96033,87621,14528,91831,27411,75557,45701,107390,31592,103156,60709,353,,,76087,61301,46493,110234,26500,51381,81063,36464,4934,96677,20900,65937,,,,,,,,,1
/training-e/e00504.wav/1,92272,10513,29974,72933,52163,99465,18164,80270,59393,3,37176,109286,42194,85604,45593,,,,,,109466,65750,22233,45380,55988,513,37370,59597,17912,80456,99668,51830,29619,72670,10215,91983,,,,,1
/training-e/e00505.wav/1,87204,27369,101795,42460,12499,72215,57511,48572,63083,3714,77768,33900,108011,93125,18726,81554,7078,38746,,,3434,92667,33642,107551,18288,77882,57900,63195,48686,42596,71971,87364,27491,12383,101677,,,,,,1
/training-e/e00506.wav/1,40751,60990,109621,83399,47106,19498,90573,67361,25921,5259,96992,29,30589,74692,34049,56340,52241,15396,,,79244,35705,74573,100333,253,19355,83959,109480,40603,60814,5436,90724,67525,26079,47267,,,,,,1
/training-e/e00507.wav/1,72162,19898,37495,28553,63423,107373,89970,2962,46200,11310,54918,81178,98788,32580,76182,41125,84903,67504,,,93939,85281,76578,102901,32911,2609,80780,46430,55359,99015,90216,28369,11140,107195,37765,63255,19723,71994,,,1
/training-e/e00508.wav/1,40710,107326,18584,84299,63156,33584,100175,11464,77330,56329,23394,52334,2619,93169,28759,,,,,,874,6478,28873,73610,93429,50716,77563,56547,33830,11718,100458,84470,63339,18450,107198,40573,,,,,1
/training-e/e00509.wav/1,104086,59304,13137,29807,90435,74635,43629,34900,95594,80763,65104,19874,3549,49780,110236,39738,,,,,110146,35250,81142,95952,19636,50166,3943,65421,43900,90178,29569,75379,59067,104342,13931,,,,,,1
/training-e/e00510.wav/1,58553,50961,30471,10465,80697,17264,94968,73089,101613,37328,69011,2957,106333,45926,24120,,,,,,86445,45794,109235,6032,31,69169,51314,73461,94639,37223,30215,10196,101708,58444,80594,17153,,,,,1
/training-e/e00511.wav/1,100109,36957,49443,24321,11577,87370,74586,61927,761,105606,16616,79654,55021,92914,42410,,,,,,96124,4195,67102,79856,16808,54667,92555,29462,413,105294,75957,11901,87611,49726,24607,62209,37234,100397,,,1
/training-e/e00512.wav/1,19527,79923,13587,73955,44506,4998,65054,59553,105757,29020,89806,685,95725,34982,85567,50258,53658,,,,9392,38284,84506,23683,50070,215,5239,89515,58800,44229,95604,65319,19789,34777,80162,105472,74241,28675,13859,,1
/training-e/e00513.wav/1,92187,28665,70868,7706,50192,21585,85058,611,63868,43463,107210,100757,36606,39941,59497,15852,,,,,15978,76047,59585,36677,99501,854,64097,43668,107388,85264,21825,50372,7560,70736,92033,28535,,,,,1
/training-e/e00514.wav/1,1245,92005,68086,44239,28103,51674,8526,75553,99444,20215,104778,82109,,,,,,,,,37855,81216,105127,51489,99232,75348,8334,1001,27923,20458,43958,67843,91762,,,,,,,,1
/training-e/e00515.wav/1,103502,24542,89192,37399,63504,55777,68466,50247,81022,75939,42983,11095,94284,16087,3269,108610,30017,,,,29711,108731,16201,51225,37853,94403,43110,75557,88834,3398,10714,63816,81150,68588,55897,103385,24205,,,,1
/training-e/e00516.wav/1,75017,95448,35398,15532,54471,81991,102188,41999,1918,61471,22517,28171,108504,,,,,,,,46815,90824,110249,28263,41821,102000,61275,81798,22334,1737,35039,54333,15388,74879,95114,,,,,,1
/training-e/e00517.wav/1,12894,24303,36228,47374,93235,58466,105460,29807,540,69525,17279,81272,98950,40939,5492,86302,110116,74488,52105,63111,51848,86749,74402,63548,5383,40658,29066,98780,36722,69403,58949,105599,17812,81157,410,93125,47842,12187,24217,,1
/training-e/e00518.wav/1,41755,107961,28100,55665,15016,69149,95023,2234,82225,74548,47319,20541,33679,61162,7654,100548,87622,,,,61455,7945,87913,33529,47145,100833,74440,20406,69363,82034,2045,95243,55882,15235,108178,28321,41982,,,,1
/training-e/e00519.wav/1,86482,101596,71056,25206,10259,40283,31662,1253,108484,55755,93655,77945,17500,63178,48309,,,,,,33717,3,105512,29895,90955,44711,74341,14700,59457,39867,24659,101104,70472,85878,9615,55074,,,,,1
/training-e/e00520.wav/1,108271,63489,52176,41034,96860,7899,74840,30169,85976,19171,2297,,,,,,,,,,58557,1835,19405,87492,30407,75090,8550,64203,97098,41284,52920,108225,,,,,,,,,1
/training-e/e00521.wav/1,36284,20136,26910,52249,43069,69015,59121,10419,75572,93165,104143,86058,4089,,,,,,,,93301,10292,75704,4226,104593,59259,26765,42938,20296,86753,52803,36862,69143,,,,,,,,1
/training-e/e00522.wav/1,65431,3299,85753,45784,105386,25424,92171,71923,9736,52288,32199,18803,98857,,,,,,,,99246,14132,31864,92279,52420,9840,72022,46061,86070,65716,3636,25226,105146,,,,,,,,1
/training-e/e00524.wav/1,74148,14618,49732,1839,62060,109000,26270,85732,38096,97487,78831,66826,19255,7100,91393,103136,54945,31913,43694,,54834,7605,102729,31486,91745,67316,43295,2107,109127,19630,79187,97645,61809,85920,49868,38258,26425,74535,14985,,1
/training-e/e00525.wav/1,73110,7386,78388,62363,18098,84972,29493,12000,89549,759,22978,66981,96193,56204,34040,45012,51321,100820,107258,39653,100508,39523,33745,45270,95365,106452,23231,55761,50498,89861,78080,84192,29302,66870,17626,12308,652,62118,72828,7125,1
/training-e/e00527.wav/1,32529,25287,76693,80413,71403,19993,38108,109870,63752,12517,7260,58536,84325,50930,45756,97143,89584,102306,383,,40,102576,51195,63999,45970,38329,97350,89811,7436,84589,58725,12750,80542,70658,20228,110068,76928,25506,32664,,1
/training-e/e00529.wav/1,92985,73124,109422,30444,57866,43589,15818,204,4911,98190,35968,21056,79020,49495,63785,,,,,,87748,49391,21173,98080,36086,78914,5037,63674,3,44164,109540,30296,58447,15960,92806,73497,,,,,1
/training-e/e00530.wav/1,76672,58162,2219,94175,20134,38812,45820,27243,8840,64579,100719,82903,70451,,,,,,,,83053,100864,64722,8979,45957,27384,93950,39023,20355,57854,76434,1957,,,,,,,,,1
/training-e/e00531.wav/1,76935,64239,52375,103156,5603,95656,40418,10280,89611,28267,46076,16459,22284,107894,57961,82479,69800,34616,268,,70599,82379,34407,29103,57716,45852,22076,107689,10469,16787,95414,90547,5281,102380,40230,64513,52782,77201,,,1
/training-e/e00532.wav/1,64306,3,59064,83942,93627,14580,10295,24123,110249,,,,,,,,,,,,79404,13366,89900,21466,8862,35872,110234,,,,,,,,,,,,,,1
/training-e/e00533.wav/1,38996,55006,88276,23270,71596,104900,7401,29439,77767,13442,61254,94412,45192,17637,176,,,,,,83347,1805,99235,17718,29621,61434,78019,94662,45454,13683,105021,7520,23746,88397,71715,39434,55125,,,,1
/training-e/e00534.wav/1,31619,11944,65451,49706,94174,79516,86263,56111,38377,75015,1174,101032,21359,,,,,,,,110155,1379,56003,38267,74867,18619,100787,86160,79965,12075,94819,65896,32032,49832,,,,,,,1
/training-e/e00535.wav/1,27725,73089,95993,991,51325,33829,57967,8251,103446,80659,20437,13518,44758,,,,,,,,44336,20852,103604,80818,8411,34106,58243,1374,73523,96483,50960,27352,,,,,,,,,1
/training-e/e00538.wav/1,66305,5804,99177,73043,15525,83386,35750,20876,45565,27926,94446,50498,106715,31978,61624,,,,,,93695,109538,60962,1285,66643,6147,99984,21690,36554,84049,51083,,,,,,,,,,1
/training-e/e00540.wav/1,102263,24029,43660,4167,94633,36188,16464,82222,62934,56230,75851,722,87523,29393,109047,11389,68464,,,,11725,69807,49927,88881,463,75521,82529,63129,43797,4323,56057,102513,95001,36574,16846,24310,,,,,1
/training-e/e00541.wav/1,92925,31398,43598,6995,105293,55940,85748,80588,19200,68244,12113,73292,97918,60875,24855,48633,210,,,,86,12450,49161,73784,61377,24449,85847,80453,68113,19032,92813,6797,55722,105748,44065,32109,,,,,1
/training-e/e00542.wav/1,59452,80706,37390,14787,102466,21987,87807,109627,67255,44532,565,48759,53973,3953,,,,,,,122,88217,66699,44936,22389,110014,102845,37270,15163,80843,59595,,,,,,,,,,1
/training-e/e00543.wav/1,102707,26213,6582,45812,83128,64424,71354,52804,90348,13791,109865,33354,79123,,,,,,,,97340,78904,39606,2929,52442,33621,70998,14066,110141,90606,83452,64741,6790,46143,102930,26446,,,,,1
/training-e/e00544.wav/1,7724,98109,57349,103441,2343,16382,71128,43638,49028,30050,21769,62603,89893,35534,84522,110031,76381,,,,90323,109730,35684,22160,84820,48861,103291,30335,43491,7562,2553,62906,16632,97955,71410,57193,,,,,1
/training-e/e00545.wav/1,106977,27154,5787,85652,48173,34008,12687,92497,54756,67216,73733,44246,101345,80128,,,,,,,101485,40134,73919,54953,67859,48315,92677,85519,12873,34190,5629,106810,27322,,,,,,,,1
/training-e/e00546.wav/1,83554,8418,67811,52240,98292,22928,37492,89409,14137,58289,73747,104085,43496,28713,501,109641,,,,,651,14451,58511,43736,74060,29027,104400,89738,23224,98559,37801,8696,52519,68081,83822,,,,,,1
/training-e/e00547.wav/1,19534,4846,94855,64789,34528,49615,79522,44196,70660,25681,11158,56126,104175,87397,108577,399,,,,,53615,24291,83224,98349,8574,68524,79131,33877,19003,64276,94382,4331,49160,110234,,,,,,,1
/training-e/e00548.wav/1,77422,22182,29263,40053,94446,58591,4922,101281,47108,65562,83670,11769,109987,34238,71880,,,,,,109700,72639,47404,29145,65871,12092,83981,101600,58881,40332,22461,77182,94732,5176,,,,,,,1
/training-e/e00549.wav/1,56766,37381,95728,75506,17244,102794,44405,63452,82777,4868,24470,502,90707,,,,,,,,3,5110,83028,24720,102624,63283,44238,17695,38013,96286,76011,56915,,,,,,,,,1
/training-e/e00550.wav/1,61304,70941,88616,7005,29448,23132,40081,106759,12342,56271,77328,45810,93884,,,,,,,,446,81811,62088,45572,77081,29328,71259,39751,94215,56626,23305,12654,6676,88271,106432,,,,,,1
/training-e/e00552.wav/1,105329,94365,49883,60943,5149,16259,72671,83723,27626,40351,10036,67176,78418,54885,,,,,,,10413,83929,29677,38635,71986,16026,50205,94056,60744,105087,4889,,,,,,,,,,1
/training-e/e00553.wav/1,12245,65355,91354,78505,27917,104334,51572,38356,83572,57074,3864,44237,109987,,,,,,,,110235,360,44097,97095,19577,57180,3971,28944,73526,25529,104909,91622,51874,78608,38596,65457,12138,,,,1
/training-e/e00554.wav/1,39585,60323,53485,100364,32641,80756,93478,12703,74086,19421,68695,364,85954,7350,,,,,,,46391,25020,87463,110249,67190,3,19254,73819,93209,32898,39803,12407,80635,53749,100204,60189,,,,,1
/training-e/e00555.wav/1,91270,47480,69281,29832,72924,26259,52235,4685,101962,8605,81171,17604,39969,107254,,,,,,,96383,71868,11706,53796,33356,59492,103310,6225,27761,10,21475,43049,64882,109073,86779,,,,,,1
/training-e/e00556.wav/1,48965,5277,70918,26179,91701,78852,12728,99720,55900,33563,65053,88327,107611,,,,,,,,33199,78484,99359,12366,4979,25782,55997,91968,71194,48573,,,,,,,,,,,1
/training-e/e00557.wav/1,52511,36060,69170,100821,20863,4322,85068,75902,63196,42471,59413,107711,26917,91812,11086,46393,,,,,97642,10851,63365,75255,26714,91601,46184,107519,59214,42713,100992,20523,36355,85409,4615,69437,52783,,,,1
/training-e/e00558.wav/1,13768,74400,54414,4883,65545,3,80693,33446,93761,27413,41680,101724,106758,,,,,,,,10010,3778,64152,18609,89775,30416,110234,84243,23516,14803,75420,103026,55247,43231,38075,34442,94767,,,,1
/training-e/e00559.wav/1,95815,48479,23254,63949,101389,33345,1541,80024,54278,38906,18256,7337,85763,70322,108412,,,,,,86085,23566,33664,39223,7666,70653,17865,101700,48843,95971,80378,54609,1913,64820,,,,,,,1
/training-e/e00560.wav/1,78456,102010,95563,84713,30982,61518,13590,67670,49200,43014,7008,25018,809,108083,17465,,,,,,1219,107952,49314,13701,31102,67787,78806,84828,102115,61822,7505,24889,95900,43147,,,,,,,1
/training-e/e00561.wav/1,76288,11213,92603,27329,49541,1598,65886,43562,16102,59981,110069,83189,98959,86508,33234,21973,55104,,,,33566,21862,98779,87855,72167,25542,49654,16180,93877,1695,44173,109686,78003,66638,60641,11679,,,,,1
/training-e/e00563.wav/1,110027,7303,27272,46465,92818,99390,84049,68437,61894,52277,77374,34030,13887,734,,,,,,,2,68330,83944,13765,33913,99283,52164,93217,62526,77986,110153,46348,27942,7708,,,,,,,1
